marker,chrom,pos
rh_chr5_2429823,chr05,2640710
rh_chr5_24329039,chr05,25618777
rh_chr5_24405328,chr05,25694348
rh_chr5_24516717,chr05,25805282
rh_chr5_24780052,chr05,26070665
rh_chr5_24901597,chr05,26192248
rh_chr5_25379843,chr05,26630006
rh_chr5_2540724,chr05,2752478
rh_chr5_2671340,chr05,2882538
rh_chr5_2816543,chr05,3027559
rh_chr5_288102,chr05,300354
rh_chr5_2898965,chr05,3109994
rh_chr5_2970834,chr05,3181748
rh_chr5_3163016,chr05,3374002
rh_chr5_3398262,chr05,3609126
rh_chr5_3455965,chr05,3667284
rh_chr5_3554745,chr05,3766266
rh_chr5_3677473,chr05,3887906
rh_chr5_38099,chr05,53878
rh_chr5_3817250,chr05,4027250
rh_chr5_3885586,chr05,4095598
rh_chr5_3959240,chr05,4167318
rh_chr5_4088551,chr05,4295827
rh_chr5_4356188,chr05,4562660
rh_chr5_4453596,chr05,4659536
rh_chr5_4550669,chr05,4756688
rh_chr5_4631069,chr05,4837096
rh_chr5_4744451,chr05,4950468
rh_chr5_4915706,chr05,5120845
rh_chr5_5211296,chr05,5413014
rh_chr5_523818,chr05,535512
rh_chr5_5336805,chr05,5537884
rh_chr5_5451693,chr05,5652773
rh_chr5_5541402,chr05,5742360
rh_chr5_5623008,chr05,5822574
rh_chr5_5692636,chr05,5878971
rh_chr5_5764723,chr05,5951066
rh_chr5_5832422,chr05,6018722
rh_chr5_5884957,chr05,6071326
rh_chr5_601862,chr05,613454
rh_chr5_6247366,chr05,6428064
rh_chr5_6351187,chr05,6531867
rh_chr5_6472536,chr05,6645975
rh_chr5_6577650,chr05,6750532
rh_chr5_6644701,chr05,6817646
rh_chr5_6783807,chr05,6956586
rh_chr5_6864486,chr05,7031852
rh_chr5_7075168,chr05,7254090
rh_chr5_7176925,chr05,7355900
rh_chr5_7260172,chr05,7440816
rh_chr5_727574,chr05,739608
rh_chr5_7410044,chr05,7599822
rh_chr5_7530014,chr05,7719104
rh_chr5_7605115,chr05,7794096
rh_chr5_782424,chr05,794328
rh_chr5_7882802,chr05,8071460
rh_chr5_7984167,chr05,8173610
rh_chr5_8075869,chr05,8265272
rh_chr5_8240400,chr05,8431086
rh_chr5_8392088,chr05,8582401
rh_chr5_8486084,chr05,8678632
rh_chr5_8545800,chr05,8738383
rh_chr5_8605942,chr05,8796856
rh_chr5_8669505,chr05,8860464
rh_chr5_9107670,chr05,9303880
rh_chr5_914744,chr05,926648
rh_chr5_9172170,chr05,9368247
rh_chr5_9249185,chr05,9445186
rh_chr5_9330484,chr05,9526718
rh_chr5_9418134,chr05,9614020
rh_chr5_9475202,chr05,9671360
rh_chr5_9760548,chr05,9959845
rh_chr5_992113,chr05,1003958
rh_chr5_9961427,chr05,10163599
rh_chr6_102558,chr06,162046
rh_chr6_11429092,chr06,13369055
rh_chr6_11635685,chr06,13573087
rh_chr6_13115981,chr06,15041420
rh_chr6_13465389,chr06,15388474
rh_chr6_13524559,chr06,15447494
rh_chr6_13622915,chr06,15544702
rh_chr6_13689046,chr06,15610777
rh_chr6_13832723,chr06,15754340
rh_chr6_14552019,chr06,16472124
rh_chr6_14606037,chr06,16526050
rh_chr6_14835830,chr06,16754784
rh_chr6_15137467,chr06,17056225
rh_chr6_15252969,chr06,17161816
rh_chr6_15470523,chr06,17367070
rh_chr6_15543938,chr06,17440394
rh_chr6_15775550,chr06,17674565
rh_chr6_15850251,chr06,17748608
rh_chr6_15915895,chr06,17812916
rh_chr6_16140020,chr06,18036940
rh_chr6_16196711,chr06,18093566
rh_chr6_17449050,chr06,19366128
rh_chr6_17681109,chr06,19597424
rh_chr6_17921641,chr06,19837916
rh_chr6_17974651,chr06,19890962
rh_chr6_18520823,chr06,20440405
rh_chr6_18758927,chr06,20672126
rh_chr6_18813592,chr06,20726738
rh_chr6_19096194,chr06,21008284
rh_chr6_19791944,chr06,21684712
rh_chr6_19860838,chr06,21751879
rh_chr6_19937319,chr06,21828292
rh_chr6_20000657,chr06,21891657
rh_chr6_20062276,chr06,21953302
rh_chr6_20148242,chr06,22039250
rh_chr6_2027729,chr06,2070574
rh_chr6_20305922,chr06,22196885
rh_chr6_20373568,chr06,22264487
rh_chr6_20569421,chr06,22450010
rh_chr6_20646740,chr06,22514578
rh_chr6_20765164,chr06,22632626
rh_chr6_20848667,chr06,22723548
rh_chr6_2092951,chr06,2136056
rh_chr6_21330468,chr06,23203682
rh_chr6_21448061,chr06,23321016
rh_chr6_21754160,chr06,23631397
rh_chr6_21811156,chr06,23687573
rh_chr6_21944137,chr06,23819395
rh_chr6_22000727,chr06,23876716
rh_chr6_22086937,chr06,23963064
rh_chr6_22153848,chr06,24029990
rh_chr6_22260083,chr06,24135732
rh_chr6_22347070,chr06,24223017
rh_chr6_224766,chr06,284287
rh_chr6_22479225,chr06,24355326
rh_chr6_2312292,chr06,2356444
rh_chr6_2674740,chr06,2722564
rh_chr6_2754921,chr06,2804206
rh_chr6_2818140,chr06,2867498
rh_chr6_281879,chr06,341376
rh_chr6_2871894,chr06,2921318
rh_chr6_3096555,chr06,3145630
rh_chr6_3261399,chr06,3309166
rh_chr6_3423170,chr06,3472580
rh_chr6_3629748,chr06,3678231
rh_chr6_3712077,chr06,3760626
rh_chr6_3839773,chr06,3887376
rh_chr6_3959798,chr06,4008044
rh_chr6_4086610,chr06,4129213
rh_chr6_4193190,chr06,4236046
rh_chr6_4282333,chr06,4324944
rh_chr6_4597959,chr06,4635406
rh_chr6_4664668,chr06,4702018
rh_chr6_4773860,chr06,4811848
rh_chr6_4904340,chr06,4941990
rh_chr6_4995975,chr06,5025254
rh_chr6_506716,chr06,558810
rh_chr6_5143105,chr06,5172293
rh_chr6_5316318,chr06,5345943
rh_chr6_5491770,chr06,5522306
rh_chr6_5661220,chr06,5692815
rh_chr6_5752203,chr06,5783889
rh_chr6_578856,chr06,630914
rh_chr6_5843756,chr06,5871002
rh_chr6_5958577,chr06,5984306
rh_chr6_6016850,chr06,6042563
rh_chr6_6136000,chr06,6161842
rh_chr6_6373188,chr06,6397486
rh_chr6_6587450,chr06,6609564
rh_chr6_6641504,chr06,6663556
rh_chr6_670815,chr06,722980
rh_chr6_6873743,chr06,6897446
rh_chr6_6961754,chr06,6985536
rh_chr6_7372241,chr06,7395182
rh_chr6_7690367,chr06,7709455
rh_chr6_7855019,chr06,7873220
rh_chr6_816414,chr06,863808
rh_chr6_9016289,chr06,9029641
rh_chr6_9159176,chr06,9172484
rh_chr6_9426152,chr06,9439492
rh_chr7_10066816,chr07,10020572
rh_chr7_1013924,chr07,1015974
rh_chr7_10166440,chr07,10119780
rh_chr7_10498469,chr07,10455160
rh_chr7_11272401,chr07,11216975
rh_chr7_11956846,chr07,11903558
rh_chr7_12020415,chr07,11965439
rh_chr7_1223286,chr07,1211803
rh_chr7_12309436,chr07,12251967
rh_chr7_12389122,chr07,12332998
rh_chr7_12452417,chr07,12397744
rh_chr7_13861474,chr07,14256274
rh_chr7_1406036,chr07,1394687
rh_chr7_1482314,chr07,1470962
rh_chr7_15120439,chr07,19174570
rh_chr7_15243832,chr07,19270426
rh_chr7_15374402,chr07,19414684
rh_chr7_15608927,chr07,19795031
rh_chr7_1600355,chr07,1588684
rh_chr7_17042396,chr07,21164584
rh_chr7_17219131,chr07,21324296
rh_chr7_1722728,chr07,1724104
rh_chr7_17308092,chr07,21424138
rh_chr7_17378899,chr07,21464368
rh_chr7_17449406,chr07,21566284
rh_chr7_17582741,chr07,21704387
rh_chr7_17723002,chr07,21925848
rh_chr7_17910033,chr07,22170311
rh_chr7_1796486,chr07,1797810
rh_chr7_18097382,chr07,22314602
rh_chr7_18184680,chr07,22404518
rh_chr7_18268268,chr07,22487622
rh_chr7_18437688,chr07,22616917
rh_chr7_18701068,chr07,22767178
rh_chr7_18762637,chr07,22827791
rh_chr7_1882551,chr07,1883931
rh_chr7_18835505,chr07,22874384
rh_chr7_18952564,chr07,23024300
rh_chr7_19049003,chr07,23162826
rh_chr7_19299297,chr07,23428062
rh_chr7_19355564,chr07,23341705
rh_chr7_19598178,chr07,24778260
rh_chr7_19985774,chr07,24474614
rh_chr7_20103260,chr07,24397524
rh_chr7_20279884,chr07,24285830
rh_chr7_20394121,chr07,24178630
rh_chr7_20674414,chr07,25072500
rh_chr7_20906881,chr07,25116576
rh_chr7_21128945,chr07,25233221
rh_chr7_2131456,chr07,2133069
rh_chr7_22046989,chr07,26370696
rh_chr7_22101289,chr07,26425054
rh_chr7_22250380,chr07,26574132
rh_chr7_22508479,chr07,26849898
rh_chr7_22580507,chr07,26922138
rh_chr7_22781295,chr07,27105469
rh_chr7_2287634,chr07,2289154
rh_chr7_22891955,chr07,27215899
rh_chr7_228986,chr07,220850
rh_chr7_22991552,chr07,27314420
rh_chr7_23068209,chr07,27391160
rh_chr7_23233299,chr07,27553648
rh_chr7_23310116,chr07,27630502
rh_chr7_23438032,chr07,27756107
rh_chr7_23660749,chr07,27977658
rh_chr7_23769058,chr07,28095669
rh_chr7_23844050,chr07,28165182
rh_chr7_23962575,chr07,28283814
rh_chr7_24059511,chr07,28380620
rh_chr7_24217484,chr07,28537028
rh_chr7_2435368,chr07,2436491
rh_chr7_24373021,chr07,28691265
rh_chr7_24508748,chr07,28826181
rh_chr7_24586966,chr07,28904326
rh_chr7_24677373,chr07,28994172
rh_chr7_24879814,chr07,29196154
rh_chr7_24967097,chr07,29283271
rh_chr7_25056911,chr07,29368524
rh_chr7_25141862,chr07,29453385
rh_chr7_25262311,chr07,29573840
rh_chr7_25457734,chr07,29771212
rh_chr7_25669872,chr07,29983266
rh_chr7_2590123,chr07,2591779
rh_chr7_25909284,chr07,30223016
rh_chr7_25988242,chr07,30296001
rh_chr7_26088532,chr07,30396280
rh_chr7_26249020,chr07,30555532
rh_chr7_26363715,chr07,30669787
rh_chr7_26515058,chr07,30834486
rh_chr7_2667199,chr07,2668624
rh_chr7_26680230,chr07,30999212
rh_chr7_26792208,chr07,31111106
rh_chr7_26919971,chr07,31238940
rh_chr7_27013763,chr07,31331210
rh_chr7_27341252,chr07,31637368
rh_chr7_2771025,chr07,2772008
rh_chr7_2950372,chr07,2950949
rh_chr7_3021215,chr07,3021818
rh_chr7_3299440,chr07,3297720
rh_chr7_3401987,chr07,3400918
rh_chr7_3559874,chr07,3558792
rh_chr7_3625373,chr07,3624332
rh_chr7_3716693,chr07,3715690
rh_chr7_3835738,chr07,3834670
rh_chr7_3995914,chr07,3997990
rh_chr7_4112731,chr07,4112342
rh_chr7_4254728,chr07,4252042
rh_chr7_4373927,chr07,4371300
rh_chr7_4426570,chr07,4423926
rh_chr7_4663485,chr07,4659890
rh_chr7_4749017,chr07,4745478
rh_chr7_5012925,chr07,5011724
rh_chr7_5127224,chr07,5125971
rh_chr7_5199288,chr07,5197876
rh_chr7_5300863,chr07,5298694
rh_chr7_5356756,chr07,5354430
rh_chr7_5435880,chr07,5432688
rh_chr7_5496494,chr07,5493348
rh_chr7_6083288,chr07,6080877
rh_chr7_629398,chr07,621658
rh_chr7_6389989,chr07,6387527
rh_chr7_6636081,chr07,6631452
rh_chr7_6944947,chr07,6931098
rh_chr7_7162026,chr07,7146208
rh_chr7_7447102,chr07,7430582
rh_chr7_748361,chr07,749744
rh_chr7_7588721,chr07,7573901
rh_chr7_7699857,chr07,7685873
rh_chr7_7829034,chr07,7814808
rh_chr7_7990376,chr07,7975834
rh_chr7_8094847,chr07,8077332
rh_chr7_8155951,chr07,8137425
rh_chr7_8252505,chr07,8233938
rh_chr7_8330361,chr07,8312064
rh_chr7_848595,chr07,850064
rh_chr7_8561570,chr07,8543016
rh_chr7_8804798,chr07,8780956
rh_chr7_912369,chr07,913856
rh_chr7_9942517,chr07,9896660
rh_chr8_1005872,chr08,1049644
rh_chr8_10146498,chr08,11319544
rh_chr8_10266320,chr08,11432914
rh_chr8_10383725,chr08,11550392
rh_chr8_10545513,chr08,11713960
rh_chr8_10660800,chr08,11828993
rh_chr8_10735044,chr08,11907352
rh_chr8_10850929,chr08,12023177
rh_chr8_10993976,chr08,12167019
rh_chr8_11082356,chr08,12243468
rh_chr8_11215366,chr08,12376508
rh_chr8_11308042,chr08,12470444
rh_chr8_11435234,chr08,12597224
rh_chr8_11544717,chr08,12706131
rh_chr8_1155960,chr08,1199431
rh_chr8_11650720,chr08,12812162
rh_chr8_11773246,chr08,12934692
rh_chr8_11992421,chr08,13154465
rh_chr8_1222997,chr08,1266306
rh_chr8_12251683,chr08,13415050
rh_chr8_12336402,chr08,13499764
rh_chr8_12429651,chr08,13594250
rh_chr8_12529769,chr08,13694018
rh_chr8_12843847,chr08,14006564
rh_chr8_12950516,chr08,14113253
rh_chr8_13104592,chr08,14274202
rh_chr8_13261367,chr08,14413654
rh_chr8_13355367,chr08,14515067
rh_chr8_13482645,chr08,14640980
rh_chr8_13582202,chr08,14740551
rh_chr8_13705893,chr08,14863526
rh_chr8_13823480,chr08,14980206
rh_chr8_13885816,chr08,15042498
rh_chr8_13973400,chr08,15129932
rh_chr8_14086001,chr08,15242560
rh_chr8_14233651,chr08,15390192
rh_chr8_14401501,chr08,15579224
rh_chr8_14638681,chr08,15816332
rh_chr8_14700208,chr08,15878098
rh_chr8_14793667,chr08,15967522
rh_chr8_14881905,chr08,16055748
rh_chr8_14968234,chr08,16137646
rh_chr8_15057460,chr08,16226905
rh_chr8_15158961,chr08,16328508
rh_chr8_15245498,chr08,16414374
rh_chr8_15413080,chr08,16582261
rh_chr8_15673111,chr08,16842246
rh_chr8_15761184,chr08,16924778
rh_chr8_15917624,chr08,17082421
rh_chr8_16151298,chr08,17346084
rh_chr8_16282470,chr08,17477408
rh_chr8_16390041,chr08,17584337
rh_chr8_16617028,chr08,17807047
rh_chr8_16821914,chr08,18004631
rh_chr8_16925218,chr08,18107951
rh_chr8_17200985,chr08,18387560
rh_chr8_17355913,chr08,18542584
rh_chr8_17618164,chr08,18808916
rh_chr8_17684438,chr08,18877352
rh_chr8_17861216,chr08,19049215
rh_chr8_17921592,chr08,19109520
rh_chr8_17992110,chr08,19180002
rh_chr8_1817422,chr08,1858888
rh_chr8_1896435,chr08,1939062
rh_chr8_19107704,chr08,20324234
rh_chr8_19310146,chr08,20526360
rh_chr8_19481018,chr08,20695006
rh_chr8_19687962,chr08,20900400
rh_chr8_19745123,chr08,20957382
rh_chr8_20006189,chr08,21230270
rh_chr8_20100013,chr08,21324040
rh_chr8_2017540,chr08,2059827
rh_chr8_20316557,chr08,21540008
rh_chr8_20544048,chr08,21767026
rh_chr8_20732778,chr08,21945388
rh_chr8_20838429,chr08,22051058
rh_chr8_20966593,chr08,22179184
rh_chr8_21093567,chr08,22306263
rh_chr8_21172946,chr08,22385314
rh_chr8_21332630,chr08,22545304
rh_chr8_21436766,chr08,22649332
rh_chr8_21551764,chr08,22764218
rh_chr8_21621683,chr08,22834226
rh_chr8_21723847,chr08,22936298
rh_chr8_21969721,chr08,23183410
rh_chr8_2197734,chr08,2232297
rh_chr8_22064560,chr08,23278074
rh_chr8_22142275,chr08,23355850
rh_chr8_22251587,chr08,23465184
rh_chr8_222721,chr08,268933
rh_chr8_22329964,chr08,23543570
rh_chr8_2250586,chr08,2285206
rh_chr8_22506234,chr08,23710918
rh_chr8_2443239,chr08,2469551
rh_chr8_2564886,chr08,2590547
rh_chr8_2666965,chr08,2691860
rh_chr8_2784591,chr08,2810619
rh_chr8_301480,chr08,347628
rh_chr8_30944,chr08,76322
rh_chr8_3176495,chr08,3201714
rh_chr8_3320879,chr08,3347570
rh_chr8_396592,chr08,443126
rh_chr8_4108038,chr08,4136000
rh_chr8_4214869,chr08,4242765
rh_chr8_4661848,chr08,4686122
rh_chr8_474142,chr08,520727
rh_chr8_4918103,chr08,4942020
rh_chr8_5062235,chr08,5087101
rh_chr8_5398297,chr08,5421958
rh_chr8_5630677,chr08,5653470
rh_chr8_7224682,chr08,8400783
rh_chr8_730234,chr08,775827
rh_chr8_7371285,chr08,8546088
rh_chr8_7443260,chr08,8617986
rh_chr8_7542838,chr08,8716944
rh_chr8_7624958,chr08,8800204
rh_chr8_7812019,chr08,8987064
rh_chr8_7898256,chr08,9073708
rh_chr8_8086885,chr08,9262398
rh_chr8_8227840,chr08,9404805
rh_chr8_9037920,chr08,10210384
rh_chr8_9266897,chr08,10440614
rh_chr8_9332167,chr08,10505477
rh_chr8_9483316,chr08,10663800
rh_chr8_9585235,chr08,10767812
rh_chr8_96364,chr08,142536
rh_chr8_9702346,chr08,10883729
rh_chr8_9810148,chr08,10983290
rh_chr8_9924400,chr08,11097574
rh_chr9_10684574,chr09,10643028
rh_chr9_1150801,chr09,1182562
rh_chr9_1250145,chr09,1281836
rh_chr9_1305204,chr09,1336117
rh_chr9_13086190,chr09,13598083
rh_chr9_13197248,chr09,13709016
rh_chr9_13400197,chr09,13914288
rh_chr9_13689984,chr09,14204554
rh_chr9_13760891,chr09,14274204
rh_chr9_13933778,chr09,14446950
rh_chr9_14029478,chr09,14530016
rh_chr9_1407687,chr09,1437766
rh_chr9_14194102,chr09,14698418
rh_chr9_1464217,chr09,1494249
rh_chr9_1575241,chr09,1605051
rh_chr9_16094913,chr09,17427622
rh_chr9_16162865,chr09,17478454
rh_chr9_16226427,chr09,17543237
rh_chr9_1648912,chr09,1678814
rh_chr9_17005889,chr09,18312072
rh_chr9_17042572,chr09,18347218
rh_chr9_18081402,chr09,19378581
rh_chr9_18392600,chr09,19684304
rh_chr9_18463570,chr09,19755312
rh_chr9_18628859,chr09,19919730
rh_chr9_19000027,chr09,20290814
rh_chr9_19072322,chr09,20362420
rh_chr9_19148103,chr09,20438198
rh_chr9_19253175,chr09,20543340
rh_chr9_19317456,chr09,20607418
rh_chr9_19496885,chr09,20789422
rh_chr9_19584618,chr09,20877313
rh_chr9_19646195,chr09,20938883
rh_chr9_19944895,chr09,21236080
rh_chr9_20042224,chr09,21334642
rh_chr9_2008333,chr09,2016021
rh_chr9_20127590,chr09,21419188
rh_chr9_20989379,chr09,22315547
rh_chr9_2133495,chr09,2140454
rh_chr9_2249377,chr09,2256380
rh_chr9_226145,chr09,262187
rh_chr9_22651315,chr09,23978869
rh_chr9_22838327,chr09,24167035
rh_chr9_23002835,chr09,24331690
rh_chr9_2302342,chr09,2309332
rh_chr9_2391752,chr09,2398355
rh_chr9_2474475,chr09,2481108
rh_chr9_2539091,chr09,2534568
rh_chr9_301541,chr09,334178
rh_chr9_3370837,chr09,3363497
rh_chr9_3600480,chr09,3592864
rh_chr9_4085999,chr09,4078266
rh_chr9_4138989,chr09,4130758
rh_chr9_4242318,chr09,4233552
rh_chr9_4448159,chr09,4439483
rh_chr9_4796302,chr09,4784438
rh_chr9_4855358,chr09,4843272
rh_chr9_4911190,chr09,4899182
rh_chr9_516308,chr09,549236
rh_chr9_5405159,chr09,5389042
rh_chr9_5500102,chr09,5473178
rh_chr9_5566204,chr09,5539505
rh_chr9_5785960,chr09,5761168
rh_chr9_5920608,chr09,5895578
rh_chr9_618812,chr09,651808
rh_chr9_6446554,chr09,6409198
rh_chr9_6523189,chr09,6485802
rh_chr9_6602203,chr09,6565440
rh_chr9_6658412,chr09,6618482
rh_chr9_6717488,chr09,6677629
rh_chr9_6771287,chr09,6725744
rh_chr9_6915807,chr09,6870379
rh_chr9_6990766,chr09,6945070
rh_chr9_7133530,chr09,7087840
rh_chr9_7340587,chr09,7292240
rh_chr9_739923,chr09,772976
rh_chr9_7476640,chr09,7428760
rh_chr9_7533649,chr09,7485794
rh_chr9_7625622,chr09,7577713
rh_chr9_813785,chr09,845550
rh_chr9_8610386,chr01,21458422
rh_chr9_8899256,chr09,8856482
rh_chr9_893002,chr09,924766
rh_chr9_9152025,chr09,9112950
rh_chr9_9426423,chr09,9386571
rh_chr9_9574105,chr09,9534955
rh_SDI_e7_AGL11,chr18,32255594
RH02F6D41F84C6464Z0Z,chr18,34925421
RH05A1D00D2EB4C6Z0Z,chr03,2175700
RH06CF4CF14A87462Z0Z,chr14,4830718
RH07B4539AD09E4D6Z0Z,chr14,9878963
RH0A976FD279264A9Z0Z,chr18,31395129
RH10AAD5E7D52F4A3Z0Z,chr15,12956456
RH142962A49D76403Z0Z,chr13,26703762
RH1666952723F7472Z0Z,chr15,12579482
RH188EE1E88FC243AZ0Z,chr09,8915549
RH1EEE5FD6B14049AZ0Z,chr13,19523966
RH1FF6081642CA4DAZ0Z,chr09,8903167
RH20FA9C9E129F4ADZ0Z,chr14,9252311
RH212B9048D9D840DZ0Z,chr19,993112
RH21D247D6844C40DZ0Z,chr15,16492393
RH295994F4D6FF48AZ0Z,chr19,995465
RH30C723D0AFA446Z0Z,chr19,994300
RH37D209FB08574C5Z0Z,chr15,717641
RH38CC6044A25541AZ0Z,chr18,31421662
RH427C2B15EF3F491Z0Z,chr14,4820928
RH436B7AC2E6CE44BZ0Z,chr15,12680904
RH452B3382B1664A5Z0Z,chr09,1131980
RH47A76EDB3AA04EFZ0Z,chr18,31394824
RH4CA3F1640D02448Z0Z,chr03,2187530
RH4D549976C304467Z0Z,chr09,3027950
RH545F7A587328411Z0Z,chr12,18795200
RH570529DB702433Z0Z,chr14,10035825
RH589D93B04CAD401Z0Z,chr09,1114414
RH59031BB5F65E40CZ0Z,chr15,634426
RH5C80D0BF07E54CFZ0Z,chr15,17828180
RH5C83341A09B940DZ0Z,chr15,13409200
RH5E6EAC43A4FD47DZ0Z,chr19,992458
RH60BA35BE8B23457Z0Z,chr09,19941164
RH610DA08BBC76484Z0Z,chr09,3426268
RH61CC994833964FEZ0Z,chr03,2183380
RH68F3DFC9E796462Z0Z,chr14,4791804
RH6AA69BAA45D7420Z0Z,chr03,2186480
RH6AFA560C02594B1Z0Z,chr02,4856344
RH6C84387A87E04B9Z0Z,chr14,4863755
RH6D265AA7EAB4ABZ0Z,chr15,661162
RH726DD0DAB9CF46DZ0Z,chr09,19981589
RH731A81C2860E409Z0Z,chr15,13475512
RH737C093946E1450Z0Z,chr15,2473995
RH73A206A4421643EZ0Z,chr09,19927408
RH77CF3788C42740FZ0Z,chr15,2464146
RH7A325E66DAC84E5Z0Z,chr02,16349963
RH80E04FDDF68B409Z0Z,chr02,16360890
RH81A0B633B8474DFZ0Z,chr15,16758558
RH838E041E5F744C3Z0Z,chr13,27073700
RH83A8E2B5B6D045FZ0Z,chr09,19971858
RH83D2B5A3D104400Z0Z,chr09,3274183
RH84E55D608CF3498Z0Z,chr09,19783897
RH8921975E0AF24D1Z0Z,chr15,18067344
RH892396139D3C45FZ0Z,chr15,12597842
RH89A8A30FCAA5410Z0Z,chr09,940336
RH89D5468E75AA41FZ0Z,chr03,2192422
RH8C5909F63C62460Z0Z,chr09,1089993
RH8EDCAF550FA4497Z0Z,chr14,9251774
RH8FC76EB7A9204CEZ0Z,chr02,16203790
RH90AA1A35AA92427Z0Z,chr15,17404614
RH948F9EDD8E1B4F0Z0Z,chr14,9884676
RH94EA23F53E50483Z0Z,chr13,26912955
RH964181FB13C543CZ0Z,chr09,8877302
RH98D539BA4F874F9Z0Z,chr02,4859783
RH9983253BE7ED440Z0Z,chr14,4764963
RH9A5638C50908419Z0Z,chr12,18793808
RH9C9EA96B91154D8Z0Z,chr09,19804720
RH9D5A994245D843BZ0Z,chr15,2471147
RH9D82CC1093424FDZ0Z,chr13,13001374
RHA63CAAD3F6FB4AFZ0Z,chr14,9252929
RHA70E86B33EE045DZ0Z,chr09,8861901
RHA75FD9455B60439Z0Z,chr09,2974216
RHA7C27ECB8862470Z0Z,chr09,933569
RHABFA2EBD5365422Z0Z,chr15,639768
RHB40716D4B50E404Z0Z,chr02,16203288
RHB96FE557440B4E0Z0Z,chr14,4846101
RHBBDE495EE5384A4Z0Z,chr03,2143162
RHBC649A5C22B047FZ0Z,chr18,35256214
RHC0A3FE82A09444CZ0Z,chr03,2184835
RHC7D48407AD094DBZ0Z,chr13,26536443
RHCD57417A70A64CEZ0Z,chr19,997750
RHCD71E6B58F354FEZ0Z,chr18,31393547
RHCE601381563A4F3Z0Z,chr03,2094183
RHD02BC56C8DD34CBZ0Z,chr09,3698079
RHD087A470091F456Z0Z,chr09,19894545
RHD20F05349A47495Z0Z,chr15,17863211
RHD8423DE65F2A42EZ0Z,chr14,9850723
RHDCBB7A69002D45AZ0Z,chr15,13059420
RHDE6B50FCEA3148BZ0Z,chr13,19260252
RHDF272368015248DZ0Z,chr13,26578314
RHDF2FA8DA489C474Z0Z,chr02,16353384
RHEC381B74F4E14FDZ0Z,chr18,31394142
RHED9932EF63D241BZ0Z,chr18,32255663
RHEEA7A3526568451Z0Z,chr12,18791990
RHFC479A4A7083461Z0Z,chr13,19791960
rhMAS_5GT_700,chr09,6485770
rhMAS_5GT_cons95,chr09,6485248
rhMAS_Ren6_PN9_068,chr09,9084487
rhMAS_Ren7_PN19_018,chr19,844453
rhMAS_Ren7_VVip17,chr19,244487
rhMAS_Ren7_VVIu09,chr19,1447414
rhMAS_Run1_CB3334,chr12,18785455
rhMAS_SDI_p2_AG11_chr18_30Mb,chr18,32264136
rhMAS_SDI_p3_AGL11,chr18,32262810
rhMAS_SDI_p4_AGL11,chr18,32262146
rhMASpr_t_r63_comp42667_c0_seq3,chr18,35113622
rhMASpr_t_r64_183comp31351_c0_seq2tmv,chr18,35113527
rhMASpr_t_r65_comp42667_c0_seq3,chr18,35113527
rhMASpr_t1_r60_comp43401_c0_seq1,chr18,34954776
rhMASpr_t1_r61_comp47732_c0_seq1,chr18,34955330
ScLoKvP_762_RUN1_12319_13319,chr12,18266701
ScLoKvP_762_RUN1_23027_24027,chr12,18277462
ScLoKvP_762_RUN1_37261_38261,chr12,18291587
ScLoKvP_762_RUN1_42624_43624,chr12,18296967
ScLoKvP_762_RUN1_49721_50721,chr12,18178530
ScLoKvP_762_RUN1_50011_51011,chr12,18304508
ScLoKvP_762_RUN1_52509_53509,chr12,18306864
ScLoKvP_762_RUN1_72189_73189,chr12,18745036
ScLoKvP_762_RUN1_73233_74233,chr12,18390760
TA_1_7636634_1002_VariantMasked,chr02,5079660
TA_1_7639706_1002_VariantMasked,chr02,5076607
TA_1_7644532_1002_VariantMasked,chr02,5071854
TA_1_7693734_1002_VariantMasked,chr02,5058256
TA_1_7694230_1002_VariantMasked,chr02,5057898
TA_1_7694762_1002_VariantMasked,chr02,5057188
TA_1_7699458_1002_VariantMasked,chr02,5052622
TA_1_7714298_1002_VariantMasked,chr02,5037822
TA_1_7751332_1002_VariantMasked,chr02,5006974
TA_1_7752747_1002_VariantMasked,chr02,5005154
TA_1_7807815_1002_VariantMasked,chr02,4961350
TA_1_7814063_1002_VariantMasked,chr02,4955117
TA_1_7816326_1002_VariantMasked,chr02,4952740
TA_1_7820356_1002_VariantMasked,chr02,4948818
TA_1_7861327_1002_VariantMasked,chr02,4896086
TA_1_7903404_1002_VariantMasked,chr02,4848404
TA_1_7905085_1002_VariantMasked,chr02,4846854
TA_1_7906196_1002_VariantMasked,chr02,4845770
TA_1_7907053_1002_VariantMasked,chr02,4844806
TA_1_7917619_1002_VariantMasked,chr02,4830096
